81.79	12.87
80.77	12.84
80.77	12.84
80.77	12.84
79.74	12.80
80.77	12.84
79.74	12.80
79.74	12.80
79.74	12.80
79.74	12.80
81.79	12.87
80.77	12.84
81.79	12.87
82.82	12.90
82.82	12.90
79.74	12.80
81.79	12.87
80.77	12.84
79.74	12.80
77.69	12.71
80.77	12.84
79.74	12.80
81.79	12.87
81.79	12.87
81.79	12.87
81.79	12.87
81.79	12.87
82.82	12.90
80.77	12.84
83.84	12.93
79.74	12.80
80.77	12.84
83.84	12.93
82.82	12.90
80.43	19.74
79.37	19.68
79.37	19.68
82.56	19.84
80.43	19.74
77.25	19.54
78.31	19.62
80.43	19.74
80.43	19.74
81.49	19.80
80.43	19.74
82.56	19.84
80.43	19.74
81.49	19.80
80.43	19.74
80.43	19.74
82.56	19.84
80.43	19.74
80.43	19.74
80.43	19.74
79.37	19.68
80.43	19.74
79.37	19.68
80.43	19.74
79.37	19.68
79.37	19.68
81.49	19.80
80.43	19.74
81.49	19.80
82.56	19.84
82.56	19.84
79.37	19.68
81.49	19.80
80.43	19.74
79.37	19.68
77.25	19.54
80.43	19.74
79.37	19.68
81.49	19.80
81.49	19.80
81.49	19.80
81.49	19.80
81.49	19.80
82.56	19.84
80.43	19.74
83.62	19.89
79.37	19.68
80.43	19.74
83.62	19.89
82.56	19.84
80.98	3.95
79.98	3.94
79.98	3.94
82.98	3.97
80.98	3.95
77.97	3.91
78.97	3.93
80.98	3.95
80.98	3.95
81.98	3.96
80.98	3.95
82.98	3.97
80.98	3.95
81.98	3.96
80.98	3.95
80.98	3.95
82.98	3.97
80.98	3.95
80.98	3.95
80.98	3.95
80.98	3.95
80.98	3.95
79.98	3.94
80.98	3.95
79.98	3.94
79.98	3.94
81.98	3.96
80.98	3.95
81.98	3.96
82.98	3.97
82.98	3.97
79.98	3.94
81.98	3.96
80.98	3.95
79.98	3.94
77.97	3.91
80.98	3.95
79.98	3.94
81.98	3.96
81.98	3.96
81.98	3.96
81.98	3.96
81.98	3.96
82.98	3.97
80.98	3.95
83.99	3.98
79.98	3.94
80.98	3.95
83.99	3.98
82.98	3.97
82.98	3.97
81.98	3.96
81.98	3.96
84.99	3.98
82.98	3.97
80.98	3.95
80.98	3.95
82.98	3.97
82.98	3.97
83.99	3.98
82.98	3.97
83.99	3.98
82.98	3.97
83.99	3.98
82.98	3.97
82.98	3.97
83.99	3.98
82.98	3.97
82.98	3.97
82.98	3.97
81.98	3.96
82.98	3.97
81.98	3.96
82.98	3.97
81.98	3.96
81.98	3.96
83.99	3.98
82.98	3.97
83.99	3.98
83.99	3.98
83.99	3.98
81.98	3.96
83.99	3.98
82.98	3.97
81.98	3.96
79.98	3.94
82.98	3.97
81.98	3.96
83.99	3.98
83.99	3.98
83.99	3.98
83.99	3.98
82.98	3.97
84.99	3.98
82.98	3.97
84.99	3.98
81.98	3.96
82.98	3.97
84.99	3.98
83.99	3.98
79.19	49.49
77.67	49.34
77.67	49.34
82.25	49.74
79.19	49.49
76.16	49.17
76.16	49.17
79.19	49.49
79.19	49.49
80.71	49.63
79.19	49.49
80.71	49.63
79.19	49.49
80.71	49.63
79.19	49.49
79.19	49.49
80.71	49.63
79.19	49.49
79.19	49.49
79.19	49.49
79.19	49.49
79.19	49.49
77.67	49.34
79.19	49.49
79.19	49.49
77.67	49.34
80.71	49.63
79.19	49.49
80.71	49.63
80.71	49.63
82.25	49.74
77.67	49.34
80.71	49.63
79.19	49.49
77.67	49.34
74.66	48.97
79.19	49.49
77.67	49.34
80.71	49.63
80.71	49.63
80.71	49.63
80.71	49.63
80.71	49.63
82.25	49.74
79.19	49.49
83.79	49.83
77.67	49.34
79.19	49.49
82.25	49.74
82.25	49.74
82.35	23.81
81.25	23.75
81.25	23.75
84.53	23.90
82.35	23.81
80.16	23.69
80.16	23.69
82.35	23.81
82.35	23.81
83.44	23.86
82.35	23.81
83.44	23.86
82.35	23.81
83.44	23.86
82.35	23.81
82.35	23.81
83.44	23.86
82.35	23.81
82.35	23.81
82.35	23.81
82.35	23.81
82.35	23.81
81.25	23.75
82.35	23.81
82.35	23.81
81.25	23.75
83.44	23.86
82.35	23.81
83.44	23.86
83.44	23.86
84.53	23.90
81.25	23.75
83.44	23.86
82.35	23.81
81.25	23.75
79.08	23.61
82.35	23.81
81.25	23.75
83.44	23.86
83.44	23.86
83.44	23.86
83.44	23.86
83.44	23.86
84.53	23.90
82.35	23.81
85.62	23.94
81.25	23.75
82.35	23.81
84.53	23.90
84.53	23.90
82.79	13.89
81.76	13.86
81.76	13.86
84.85	13.95
82.79	13.89
80.73	13.82
80.73	13.82
82.79	13.89
82.79	13.89
83.82	13.92
82.79	13.89
83.82	13.92
82.79	13.89
83.82	13.92
82.79	13.89
82.79	13.89
83.82	13.92
82.79	13.89
82.79	13.89
82.79	13.89
82.79	13.89
82.79	13.89
81.76	13.86
82.79	13.89
82.79	13.89
81.76	13.86
83.82	13.92
82.79	13.89
83.82	13.92
83.82	13.92
84.85	13.95
81.76	13.86
83.82	13.92
82.79	13.89
81.76	13.86
79.70	13.78
82.79	13.89
81.76	13.86
83.82	13.92
83.82	13.92
83.82	13.92
83.82	13.92
83.82	13.92
84.85	13.95
82.79	13.89
85.88	13.97
81.76	13.86
82.79	13.89
84.85	13.95
84.85	13.95
81.40	45.68
79.98	45.56
78.56	45.43
82.82	45.77
79.98	45.56
77.16	45.27
78.56	45.43
79.98	45.56
81.40	45.68
81.40	45.68
79.98	45.56
82.82	45.77
79.98	45.56
81.40	45.68
81.40	45.68
81.40	45.68
82.82	45.77
79.98	45.56
79.98	45.56
79.98	45.56
79.98	45.56
79.98	45.56
78.56	45.43
79.98	45.56
79.98	45.56
79.98	45.56
81.40	45.68
81.40	45.68
81.40	45.68
82.82	45.77
82.82	45.77
78.56	45.43
81.40	45.68
79.98	45.56
78.56	45.43
77.16	45.27
81.40	45.68
78.56	45.43
81.40	45.68
81.40	45.68
81.40	45.68
81.40	45.68
81.40	45.68
82.82	45.77
79.98	45.56
84.25	45.86
79.98	45.56
79.98	45.56
82.82	45.77
82.82	45.77
83.21	27.83
82.08	27.77
82.08	27.77
84.34	27.88
82.08	27.77
79.83	27.63
80.96	27.70
82.08	27.77
83.21	27.83
83.21	27.83
82.08	27.77
84.34	27.88
82.08	27.77
84.34	27.88
83.21	27.83
83.21	27.83
84.34	27.88
83.21	27.83
82.08	27.77
82.08	27.77
82.08	27.77
83.21	27.83
82.08	27.77
82.08	27.77
82.08	27.77
82.08	27.77
83.21	27.83
83.21	27.83
83.21	27.83
84.34	27.88
84.34	27.88
80.96	27.70
84.34	27.88
82.08	27.77
82.08	27.77
79.83	27.63
83.21	27.83
80.96	27.70
83.21	27.83
83.21	27.83
84.34	27.88
84.34	27.88
83.21	27.83
84.34	27.88
82.08	27.77
85.47	27.93
82.08	27.77
83.21	27.83
85.47	27.93
84.34	27.88
82.07	40.73
80.76	40.63
80.76	40.63
83.39	40.81
80.76	40.63
78.15	40.39
79.45	40.52
80.76	40.63
82.07	40.73
82.07	40.73
80.76	40.63
83.39	40.81
80.76	40.63
83.39	40.81
82.07	40.73
82.07	40.73
83.39	40.81
82.07	40.73
80.76	40.63
80.76	40.63
80.76	40.63
82.07	40.73
80.76	40.63
80.76	40.63
80.76	40.63
80.76	40.63
82.07	40.73
82.07	40.73
82.07	40.73
83.39	40.81
83.39	40.81
80.76	40.63
83.39	40.81
80.76	40.63
80.76	40.63
78.15	40.39
82.07	40.73
79.45	40.52
82.07	40.73
82.07	40.73
83.39	40.81
83.39	40.81
82.07	40.73
83.39	40.81
80.76	40.63
84.71	40.88
80.76	40.63
82.07	40.73
84.71	40.88
